ID,costCenterForDisplay,costCenter,emailAddress,mobileNumber,resourceName,firstName,lastName,employeeExternalID,managerName,workforcePersonID,avgUtilization,bookedHours,availableHours,freeHours,managerName,jobTitle,country,assignmentExistsForTheResource,startdatenew,resourceOrganizationIdForDisplay,resourceOrganizationNameForDisplay,isPhotoPresent,workerType
001a3ed7-527c-8eb3-f00a-d44e98125649,(IN01),(IN01),Musk.Jack@sap.com,'+1-418-5100005',Jack Musk,Jack,Musk,6615314ed7515,Jawahar Kibe,00aa88e2-ff9c-0900-9651-055bf639647b,73,null,null,7,Manager 1.11,jobTitle 1.11,IN,FALSE,19-04-19,RM-TA-IN01,Delivery Org Unit (India),FALSE,External Worker
02ffde7c-3b48-4745-8e54-107d16a28261,(IN02),(IN02),Kardashian.Alex@sap.com,'+91-81419-41006',Alex Kardashian,Alex,Kardashian,6615314ed7615,Kajal Sankaran,fb7ecd05-b076-4dc6-9f36-f40c9cc346cb,32,null,null,45,Manager 1.12,jobTitle 1.12,IN,TRUE,19-04-19,RM-TA-IN02,Delivery Org Unit (India),TRUE,Employee
c8fa5539-337c-4565-a109-7a9e187c3e0b,(US01),(US01),Ma.Lionel@sap.com,'+91-81419-41007',Lionel Ma,Lionel,Ma,6615314ed7715,Hema Oza,0061ae41-6374-89ae-2623-533604606aa6,104,null,null,49,Manager 1.13,jobTitle 1.13,US,FALSE,19-04-19,RM-TA-US01,Delivery Org Unit ( America),FALSE,External Worker
00f103d3-05c3-4fdb-9999-9d400181c533,(US02),(US02),Woods.Donald@sap.com,'+91-81419-41008',Donald Woods,Donald,Woods,6615314ed7815,Ben Zimmermann,006248bb-f71e-f15f-c0a6-c1c087952f48,84,null,null,12,Manager 1.14,jobTitle 1.14,US,FALSE,19-04-19,RM-TA-US02,Delivery Org Unit ( America),FALSE,Employee
002a6d7b-0612-8440-78a7-fcae090863a7,(DE01),(DE01),Ma.Sachin@sap.com,'+91-81419-41009',Sachin Ma,Sachin,Ma,6615314ed7915,Eshaan Tillman,00009564-5103-4b43-1a8b-5f0c30f21698,25,null,null,34,Manager 1.15,jobTitle 1.15,DE,FALSE,19-04-19,RM-TA-DE01,Delivery Org Unit (Germany),FALSE,External Worker
f3f0bab0-d1fd-47df-a2c9-90782h8954d2,(DE02),(DE02),Morgan.Sachin@sap.com,'+91-81419-41010',Sachin Morgan,Sachin,Morgan,6615314ed8015,Jonas Rich,00c21b3d-b018-9b35-ab73-8305aba69bf8,25,null,null,41,Manager 1.16,jobTitle 1.16,DE,FALSE,19-04-19,RM-TA-DE02,Delivery Org Unit (Germany),FALSE,Employee
d00ffad1-56fd-4cbd-9f3a-2b93faca38a8,(IN01),(IN01),Messi.Lionel@sap.com,'+91-81419-41011',Lionel Messi,Lionel,Messi,6615314ed8115,Kaila Worthington,003fabf6-27cf-c1d2-c45d-076e13043971,110,null,null,16,Manager 1.17,jobTitle 1.17,IN,FALSE,19-04-19,RM-TA-IN01,Delivery Org Unit (India),FALSE,External Worker
00eb655f-c131-ee44-9192-08e7c9072795,(IN02),(IN02),Smith.Jeff@sap.com,'+91-81419-41012',Jeff Smith,Jeff,Smith,6615314ed8215,Zayne Denton,005d76a3-eda7-d8c4-e902-7c2cfb6452fe,109,null,null,39,Manager 1.18,jobTitle 1.18,IN,FALSE,19-04-19,RM-TA-IN02,Delivery Org Unit (India),FALSE,Employee
00b0392c-9184-da6d-8cde-c23c27d14961,(US01),(US01),Kardashian.Vishwanathan@sap.com,'+91-81419-41013',Vishwanathan Kardashian,Vishwanathan,Kardashian,6615314ed8315,Marian Mendez,00adfaa2-fb35-b47f-f0b6-0da6667a6e71,44,null,null,7,Manager 1.19,jobTitle 1.19,US,FALSE,19-04-19,RM-TA-US01,Delivery Org Unit ( America),FALSE,External Worker
009d2aae-2682-c085-c411-0721e1dfd517,(US02),(US02),Trump.Christiano@sap.com,'+91-81419-41014',Christiano Trump,Christiano,Trump,6615314ed8415,Stefanie Mï¿½ller,743d8caa-5c5d-451e-ad3b-56d25317ea63,47,null,null,41,Manager 1.20,jobTitle 1.20,US,FALSE,19-04-19,RM-TA-US02,Delivery Org Unit ( America),FALSE,Employee
009363ae-7b87-158a-d4ae-5b26cv3889c8,(DE01),(DE01),Coehlo.Oprah@sap.com,'+91-81419-41015',Oprah Coehlo,Oprah,Coehlo,6615314ed8515,Tobias Schmidt,00462211-c055-73c7-64bd-bf3c630507bc,188,null,null,36,Manager 1.21,jobTitle 1.21,DE,FALSE,19-04-19,RM-TA-DE01,Delivery Org Unit (Germany),FALSE,External Worker
00554d1c-a5bb-9ffb-6e43-6f5db6d5d334,(DE02),(DE02),Musk.Donald@sap.com,'+91-81419-41016',Donald Musk,Donald,Musk,6615314ed8715,Thierry Schneider,75ebdbc6-8543-4ec8-9e47-5f1cd28ab921,88,null,null,29,Manager 1.22,jobTitle 1.22,DE,FALSE,19-04-19,RM-TA-DE02,Delivery Org Unit (Germany),FALSE,Employee
000bc69a-872e-7b96-ff9c-fadd9ad4b6a4,(IN01),(IN01),Graff.Jeff@sap.com,'+91-81419-41017',Jeff Graff,Jeff,Graff,6615314ed8815,Helen Fischer,005c8174-3ccc-ca1d-3826-6e846d9efa09,175,null,null,40,Manager 1.23,jobTitle 1.23,IN,FALSE,19-04-19,RM-TA-IN01,Delivery Org Unit (India),FALSE,External Worker
00953803-423e-fb89-37c0-9817dmb3ea85,(IN02),(IN02),Presley.Will@sap.com,'+91-81419-41018',Will Presley,Will,Presley,6615314ed8915,Shayla Weber,001dd8fc-6539-cd6a-b887-c8c59ba60db0,27,null,null,19,Manager 1.24,jobTitle 1.24,IN,FALSE,19-04-19,RM-TA-IN02,Delivery Org Unit (India),FALSE,Employee
002d4d55-bc7d-a89a-b8d8-4c02adb436d8,(US01),(US01),Messi.Elvis@sap.com,'+91-81419-41019',Elvis Messi,Elvis,Messi,6615314ed9015,Oran Schï¿½fer,003367b0-d4ef-7064-9d77-40c5f2eb71b7,110,null,null,31,Manager 1.25,jobTitle 1.25,US,FALSE,19-04-19,RM-TA-US01,Delivery Org Unit ( America),FALSE,External Worker
0066b3aa-73f7-b607-1d37-4dbc02d12cd1,(US02),(US02),Rand.Steffi@sap.com,'+91-81419-41020',Steffi Rand,Steffi,Rand,6615314ed9115,Anaya Meyer,086e7a55-2704-496c-9dae-2994ac963cfc,146,null,null,47,Manager 1.26,jobTitle 1.26,US,FALSE,19-04-19,RM-TA-US02,Delivery Org Unit ( America),FALSE,Employee
00fb9404-75c8-e4d1-192f-30462dfd34f3,(DE01),(DE01),Ma.Paulo@sap.com,'+1-418-5100021',Paulo Ma,Paulo,Ma,6615314ed9115,Leo Wagner,00724bff-d2dc-f817-948c-c19fadc0403e,37,null,null,8,Manager 1.27,jobTitle 1.27,DE,FALSE,19-04-19,RM-TA-DE01,Delivery Org Unit (Germany),FALSE,External Worker
00e4e0ce-db27-e58c-2e75-e0e7f746053d,(DE02),(DE02),Ronaldo.Mohamed@sap.com,'+1-418-5100022',Mohamed Ronaldo,Mohamed,Ronaldo,6615314ed9215,Leticia Becker,00c539df-e9ae-2e2f-0450-4fab4810c7aa,175,null,null,25,Manager 1.28,jobTitle 1.28,DE,FALSE,19-04-19,RM-TA-DE02,Delivery Org Unit (Germany),FALSE,Employee
0060cb84-7e67-2e66-f6d5-f0159zd5b3b2,(IN01),(IN01),Smith.Ayan@sap.com,'+1-418-5100023',Ayan Smith,Ayan,Smith,6615314ed9315,Kaylie Bauer,00e3c6c5-2d5b-d682-54af-481740b188b7,15,null,null,6,Manager 1.29,jobTitle 1.29,IN,FALSE,19-04-19,RM-TA-IN01,Delivery Org Unit (India),FALSE,External Worker
009931d9-34e0-7f3b-5b34-ad68c5a116f0,(IN02),(IN02),Ma.Steffi@sap.com,'+1-418-5100024',Steffi Ma,Steffi,Ma,6615314ed9415,Leandro Hoffmann,0019a05e-ab05-1c80-bfce-f2ba92aaf609,11,null,null,32,Manager 1.30,jobTitle 1.30,IN,FALSE,19-04-19,RM-TA-IN02,Delivery Org Unit (India),FALSE,Employee
00bfb169-186a-31f2-39e5-5846f1bf554b,(US01),(US01),Salah.Paulo@sap.com,'+1-418-5100025',Paulo Salah,Paulo,Salah,6615314ed9515,Elias Schulz,00b42090-3087-24ef-a8f6-a33693e4ad55,63,null,null,9,Manager 1.31,jobTitle 1.31,US,FALSE,19-04-19,RM-TA-US01,Delivery Org Unit ( America),FALSE,External Worker
00d67316-ff8d-10cb-a3f5-5c3fc9886bc7,(US02),(US02),Rand.Jeff@sap.com,'+1-418-5100026',Jeff Rand,Jeff,Rand,6615314ed9615,Kristian Koch,0094bf56-6a8b-979e-3aec-b140b7171d46,73,null,null,34,Manager 1.32,jobTitle 1.32,US,FALSE,19-04-19,RM-TA-US02,Delivery Org Unit ( America),FALSE,Employee
00da0e49-4078-b7cd-61f3-df211d1eb4bf,(DE01),(DE01),Musk.Donald@sap.com,'+1-418-5100027',Donald Musk,Donald,Musk,6615314ed9715,Maren Adam,008e53c1-7c50-676d-77ab-4f3d2f975429,81,null,null,50,Manager 1.33,jobTitle 1.33,DE,FALSE,19-04-19,RM-TA-DE01,Delivery Org Unit (Germany),FALSE,External Worker
0077f0c5-7411-cf8f-6992-28b612d821f6,(DE02),(DE02),Ma.Tiger@sap.com,'+1-418-5100028',Tiger Ma,Tiger,Ma,6615314ed9815,Heidi Mack,00779c99-84e0-c6f0-2e21-5da6f5feb120,52,null,null,37,Manager 1.34,jobTitle 1.34,DE,FALSE,19-04-19,RM-TA-DE02,Delivery Org Unit (Germany),FALSE,Employee
004808d7-9643-4f8d-8bc5-a9b49fbb0a7b,(IN01),(IN01),Ronaldo.Mohamed@sap.com,'+1-418-5100029',Mohamed Ronaldo,Mohamed,Ronaldo,6615314ed9915,Silke Buchholz,5ed492fe-344f-4d7d-826d-e05bda5c72c6,35,null,null,40,Manager 1.35,jobTitle 1.35,IN,FALSE,19-04-19,RM-TA-IN01,Delivery Org Unit (India),FALSE,External Worker
00004832-f2ea-ed2b-bc72-bd8ce72569e1,(IN02),(IN02),Smith.Steffi@sap.com,'+1-418-5100030',Steffi Smith,Steffi,Smith,6615314ed9916,Ivan Wagner,79da2b57-683b-44ec-8d79-e43c2104badb,94,null,null,11,Manager 1.36,jobTitle 1.36,IN,FALSE,19-04-19,RM-TA-IN02,Delivery Org Unit (India),FALSE,Employee
006d29c5-c815-2394-be97-7dbbfa31d4a7,(US01),(US01),William.Jack@sap.com,'+1-418-5100031',Jack Williams,Jack,William,6615314ed9917,Van Sporer,00a96fe6-c365-a8a9-b20d-fbf68ba67885,58,null,null,4,Manager 1.37,jobTitle 1.37,US,FALSE,19-04-19,RM-TA-US01,Delivery Org Unit ( America),FALSE,External Worker
009651ff-7e75-1878-1b04-5e141xf543c0,(US02),(US02),Graff.Tiger@sap.com,'+1-418-5100032',Tiger Graff,Tiger,Graff,6615314ed9918,Konstantinos Wagner,71cdaf89-33e5-4031-847e-3541a0a36be0,58,null,null,20,Manager 1.38,jobTitle 1.38,US,FALSE,19-04-19,aRM-TA-US02,Delivery Org Unit ( America),FALSE,Employee
0001622e-2e21-0a1a-a0b6-c7f053b755d6,(DE01),(DE01),Kardashian.Donald@sap.com,'+1-418-5100033',Donald Kardashian,Donald,Kardashian,6615314ed9919,Rosalinda Gutkowski,00cb0318-4537-b441-e99f-441e6ae8723b,32,null,null,3,Manager 1.39,jobTitle 1.39,DE,FALSE,19-04-19,RM-TA-DE01,Delivery Org Unit (Germany),FALSE,External Worker
00f6e3c7-5675-7caf-1924-453778b77458,(DE02),(DE02),Presley.Will@sap.com,'+1-418-5100034',Will Presley,Will,Presley,6615314ed9920,Bernita Kilback,0003a48f-3e15-bb42-afaa-78182a4a5b82,17,null,null,15,Manager 1.40,jobTitle 1.40,DE,FALSE,19-04-19,RM-TA-DE02,Delivery Org Unit (Germany),FALSE,Employee
00ef5e35-b3d3-73f7-b607-1d37aaf55300,(IN01),(IN01),Anand.Kim@sap.com,'+1-418-5100035',Kim Anand,Kim,Anand,6615314ed9921,Grant Steuber,00997e0a-92f9-de54-feb5-50e9116fc4a7,75,null,null,25,Manager 1.41,jobTitle 1.41,IN,FALSE,19-04-19,RM-TA-IN01,Delivery Org Unit (India),FALSE,External Worker
00d0a9dd-e76b-8ab9-bea6-ab34d10052f2,(IN02),(IN02),Smith.Jack@sap.com,'+49-6227-31036',Jack Smith,Jack,Smith,6615314ed9922,Kayli Mertz,00d34302-fa29-8509-ca8a-9fabd8930a59,37,null,null,13,Manager 1.42,jobTitle 1.42,IN,FALSE,19-04-19,RM-TA-IN02,Delivery Org Unit (India),FALSE,Employee
00a1d066-12b9-ea4b-a396-dfcdfaf5233e,(US01),(US01),Morgan.Donald@sap.com,'+49-6227-31037',Donald Morgan,Donald,Morgan,6615314ed9923,Susana Ebert,00b0560c-b8f5-3049-d970-9b0520f2855e,117,null,null,40,Manager 1.43,jobTitle 1.43,US,FALSE,19-04-19,RM-TA-US01,Delivery Org Unit ( America),FALSE,External Worker
00cc0fab-a780-e3b8-440f-29537g6b09fa,(US02),(US02),Woods.Kim@sap.com,'+49-6227-31038',Kim Woods,Kim,Woods,6615314ed9924,Devendra Saga,007b1200-7dd8-a312-fc1f-6d9ac3688d8d,32,null,null,48,Manager 1.44,jobTitle 1.44,US,FALSE,19-04-19,RM-TA-US02,Delivery Org Unit ( America),FALSE,Employee
003d99e6-0a1a-a0b6-c7f0-1ffd8s1da47e,(DE01),(DE01),Bezos.Jeff@sap.com,'+49-6227-31039',Jeff Bezos,Jeff,Bezos,6615314ed9925,Kalpana Basu,0098b82c-5c2d-1c50-5e60-c691a30549b1,66,null,null,30,Manager 1.45,jobTitle 1.45,DE,FALSE,19-04-19,RM-TA-DE01,Delivery Org Unit (Germany),FALSE,External Worker
0024aec7-9a3c-3d8a-b4de-5e05a7b0bc45,(DE02),(DE02),Woods.Ayan@sap.com,'+49-6227-31040',Ayan Woods,Ayan,Woods,6615314ed9926,Doris Walter,de868e9e-eabb-4029-a8ce-53de6051c36d,53,null,null,51,Manager 1.46,jobTitle 1.46,DE,FALSE,19-04-19,RM-TA-DE02,Delivery Org Unit (Germany),FALSE,Employee
00701715-cb04-2682-c085-c4117s3e2159,(IN01),(IN01),Smith.Tiger@sap.com,'+49-6227-31041',Tiger Smith,Tiger,Smith,6615314ed9927,Rosi Steiner,8b0450df-451d-4803-a95d-5808b71cb574,22,null,null,54,Manager 1.47,jobTitle 1.47,IN,FALSE,19-04-19,RM-TA-IN01,Delivery Org Unit (India),FALSE,External Worker
0077fb4a-63c4-0deb-8b19-7f80df592525,(IN02),(IN02),Bezos.Elvis@sap.com,'+49-6227-31042',Elvis Bezos,Elvis,Bezos,6615314ed9928,Salvatore Welch,d62e396f-27ff-4dfb-acdd-8ce3191b301b,100,null,null,6,Manager 1.48,jobTitle 1.48,IN,FALSE,19-04-19,RM-TA-IN02,Delivery Org Unit (India),FALSE,Employee
00f12413-e99f-35fa-555b-a78f1r5fcef6,(US01),(US01),Winfrey.Elon@sap.com,'+49-6227-31043',Elon Winfrey,Elon,Winfrey,6615314ed9929,Paul Singh,006c2ca9-3c20-1819-6a4d-9087b810b769,122,null,null,22,Manager 1.49,jobTitle 1.49,US,FALSE,19-04-19,RM-TA-US01,Delivery Org Unit ( America),FALSE,External Worker
001470ac-9922-686a-6984-3ea46e593565,(US02),(US02),Rand.Elvis@sap.com,'+49-6227-31044',Elvis Rand,Elvis,Rand,6615314ed9930,Diane Jobs,003b7458-f56a-5450-cba4-75cb3659b584,125,null,null,11,Manager 1.50,jobTitle 1.50,US,FALSE,19-04-19,RM-TA-US02,Delivery Org Unit ( America),FALSE,Employee
00bf6bc2-a2ea-7131-b6b3-8bd395a8cb12,(DE01),(DE01),Ma.Jack@sap.com,'+49-6227-31045',Jack Ma,Jack,Ma,6615314ed9931,Smita Anderson,00a0c5d3-f5d8-bbd4-4826-fb97e8728d7e,136,null,null,49,Manager 1.51,jobTitle 1.51,DE,FALSE,19-04-19,RM-TA-DE01,Delivery Org Unit (Germany),FALSE,External Worker
00ae14ab-6599-3ab9-8614-a6751c0fecf7,(DE02),(DE02),Winfrey.Will@sap.com,'+49-6227-31046',Will Winfrey,Will,Winfrey,6615314ed9932,Luis Fernandez,00620de5-d1c3-23f6-4931-e5a69eb94c19,42,null,null,22,Manager 1.52,jobTitle 1.52,DE,TRUE,19-04-19,RM-TA-DE02,Delivery Org Unit (Germany),TRUE,Employee
00147f23-e6a6-47fd-2c41-f23e0h6a1c2c,(IN01),(IN01),Gates.Paulo@sap.com,'+49-6227-31047',Paulo Gates,Paulo,Gates,6615314ed9933,Keith Meyer,004e82d6-1b04-b1a0-d7da-30e77a4b28ce,84,null,null,13,Manager 1.53,jobTitle 1.53,IN,FALSE,19-04-19,RM-TA-IN01,Delivery Org Unit (India),FALSE,External Worker
00fd6858-3c7f-c9d0-38d9-6d383n7996b0,(IN02),(IN02),Salah.Jeff@sap.com,'+49-6227-31048',Jeff Salah,Jeff,Salah,6615314ed9934,Mandy Stevens,00f9d10a-e7ce-1653-2691-babb78729dbf,113,null,null,51,Manager 1.54,jobTitle 1.54,IN,FALSE,19-04-19,RM-TA-IN02,Delivery Org Unit (India),FALSE,Employee
00de12a4-22ce-7adb-eb56-8ea4fsdc7815,(US01),(US01),Anand.Bill@sap.com,'+49-6227-31049',Bill Anand,Bill,Anand,6615314ed9935,Sue Mueller,06dd6911-f2b0-4199-b1e1-4fd8f8a97526,113,null,null,15,Manager 1.55,jobTitle 1.55,US,FALSE,19-04-19,RM-TA-US01,Delivery Org Unit ( America),FALSE,External Worker
0060dafa-caea-0dfa-b992-a4af49e79a79,(US02),(US02),Bezos.Bill@sap.com,'+49-6227-31050',Bill Bezos,Bill,Bezos,6615314ed9936,Volker Schmidt,008568f4-cdc9-35fa-2017-305494c49b4f,94,null,null,23,Manager 1.56,jobTitle 1.56,US,FALSE,19-04-19,RM-TA-US02,Delivery Org Unit ( America),FALSE,Employee
007a7c81-6878-5395-63d3-f7fdc25c8327,(DE01),(DE01),Graff.Christiano@sap.com,'+1-419-6100051',Christiano Graff,Christiano,Graff,6615314ed9937,Raveena Gilmore,000f3cf2-52f8-ab05-1c80-bfce498c943b,30,null,null,41,Manager 1.57,jobTitle 1.57,DE,FALSE,19-04-19,RM-TA-DE01,Delivery Org Unit (Germany),FALSE,External Worker
002e1233-36b1-6a9d-572c-d55a1e1eb1ce,(DE02),(DE02),Trump.Oprah@sap.com,'+1-419-6100052',Oprah Trump,Oprah,Trump,6615314ed9938,Aedan Coles,55ea271f-d7f5-4534-b1a0-7670f3c6b455,125,null,null,40,Manager 1.58,jobTitle 1.58,DE,FALSE,19-04-19,RM-TA-DE02,Delivery Org Unit (Germany),FALSE,Employee
0024a342-ab88-bbc6-9358-083bdt30b716,(IN01),(IN01),Morgan.Steffi@sap.com,'+1-419-6100053',Steffi Morgan,Steffi,Morgan,6615314ed9939,Anastasia Elliott,00fd39f9-d7aa-14e1-7539-5a7dce1b2520,88,null,null,53,Manager 1.59,jobTitle 1.59,IN,FALSE,19-04-19,RM-TA-IN01,Delivery Org Unit (India),FALSE,External Worker
00958c21-0441-5675-7caf-1924dndc5b84,(IN02),(IN02),Ronaldo.Vishwanathan@sap.com,'+1-419-6100054',Vishwanathan Ronaldo,Vishwanathan,Ronaldo,6615314ed9940,Walter Marquez,de1c02e7-f937-4862-a572-b3e79667eadf,0,null,null,23,Manager 1.60,jobTitle 1.60,IN,FALSE,19-04-19,RM-TA-IN02,Delivery Org Unit (India),FALSE,Employee
00406a4a-7402-a015-4363-bbb791b890e8,(DE01),(DE01),Kardashian.Vishwanathan@sap.com,'+1-419-6100055',Vishwanathan Kardashian,Vishwanathan,Kardashian,6615314ed9941,Arman Austin,b5d64e8e-cd44-412a-a979-87fbc414f050,0,null,null,9,Manager 1.61,jobTitle 1.61,DE,FALSE,19-04-19,RM-TA-IN02,Delivery Org Unit (Germany),FALSE,External Worker
